id	document	labels
243	반도체 수급 낙관적 전망 불구 EUV장비 도입 원가부담 우려 미국 메모리 반도체 기업 마이크론테크놀로지가 예상치를 웃도는 실적을 기록했다. 이번 실적 발표가 메모리 반도체 주가 반등을 이끌 것으로 기대했지만 삼성전자와 SK하이닉스 주가는 하락했다. 마이크론 주가는 지난달 30일 현지시간 2.47% 오른 84.98달러에 마감했다. 실적 발표를 앞두고 BMO캐피털마켓이 마이크론 실적 개선이 이어질 것으로 보인다며 목표주가를 90달러에서 110달러로 높인 영향이다. 장 마감 이후 발표한 마이크론의 3 5월 분기 실적은 이런 예상과 맞아떨어졌다. 매출은 전년 동기 대비 36% 늘어난 74억2000만달러 주당순이익 EPS 은 두 배 이상 증가한 1.88달러였다. EPS는 시장 전망치 1.71달러 를 크게 웃돌았다. PC와 데이터센터 수요가 늘면서 실적이 개선됐다. 업황을 낙관적으로 전망하는 경향이 강한 마이크론은 이번에도 “2022년까지 D램과 낸드 수급은 타이트할 것”이라고 표현했다. 실제 메모리 공급 업체들의 재고 수준이 낮아지고 있다. 마이크론 재고 일수는 94일로 2018년 3월 이후 최저 수준이다. 낙관적인 전망에도 마이크론의 시간 외 주가는 2.27% 하락했다. 김경민 하나금융투자 연구원은 “실적 발표 내용 중 부정적인 내용은 없었으나 D램 생산에 극자외선 EUV 노광 장비를 도입한다고 발표하면서 중장기적으로 원가 부담이 늘어나는 데 대한 우려가 반영된 것으로 보인다”고 분석했다. 삼성전자와 SK하이닉스에 이어 마이크론도 D램 미세공정을 위해 EUV 장비를 도입하겠다고 이날 발표했다. EUV 장비 가격은 대당 1000억원을 넘는다. 마이크론은 연간 설비투자액 가이던스를 기존의 90억달러에서 95억달러로 올려 잡았다. 마이크론의 좋은 실적에도 메모리 반도체에 대한 투자 심리가 나아지지 않으면서 삼성전자와 SK하이닉스 주가는 1일 각각 0.74% 2.35% 하락했다. 삼성전자와 SK하이닉스는 지난 2분기 주가가 0.86% 3.77% 떨어지며 박스권에 갇혔다. 마이크론도 같은 기간 3.66% 하락했다. 모바일 수요 둔화 우려가 커지고 있는 상황에서 메모리 반도체 업체들이 하반기 투자 전략을 보수적으로 가져갈 가능성이 높다는 분석도 나온다. 공급을 크게 늘리지 않는다는 얘기다. ‘하반기 강세론’을 얘기하고 있는 김선우 메리츠증권 연구원은 “후발주자들이 투자 감축으로 방향을 선회하면서 하반기 D램 판가는 기대를 크게 능가하는 수준으로 상승할 것”이라고 전망했다	0
244	지난달 2일 SK하이닉스·보건복지부·경찰청 업무 협약 지역별 발달장애인 지역센토로 5000대 기기 발송 마쳐 각 센터 등록·관리 대상자 중 지급 대상자 선정 SK하이닉스 공식 로고 이데일리 배진솔 기자 SK하이닉스 000660 가 지난달 초 보건복지부·경찰청과 손잡고 실시한 치매환자·발달장애인 실종 예방을 위한 ‘배회감지기 무상보급 사업’이 순항하고 있다. 불과 한 달 새 5000대의 GPS 기기가 치매 환자와 발달장애인에게 전달됐다. 지난달 2일 체결한 이번 사업은 치매안심센터 중앙 및 지역 장애아동·발달장애인지원센터 등을 통해 이뤄지고 있다. 각 센터는 이미 등록·관리된 대상자로 지정된 이들 중 지급 대상자를 선정했다. 배회나 실종 경험 혹은 실종위험이 있는 치매환자가 1순위 인지저하자 또는 인지저하로 판정된 자가 2순위 노인맞춤돌봄서비스 대상자 중 위의 조건 중 하나를 충족시키는 자가 3순위이다. GPS로 도움을 받은 치매 환자 가족 구모씨는 “치매를 앓고 있는 남편이 길을 잃은 적이 있어 너무 힘들었었다”며 “손목시계형 GPS 배회감지기를 사용하는데 제 휴대폰에서 위치가 확인되니까 남편이 동네 공원 산책을 간다고 해도 안심이 된다”고 했다. 이번 사업은 SK하이닉스의 사회공헌 활동의 하나로 실종 치매환자·발달장애인에게 배회감지기를 보급하고 통신비 2년 를 전액 지원하는 사업이다. SK하이닉스는 구성원들이 자발적으로 조성한 ‘행복나눔기금’을 통해 작년 말까지 2만여대의 행복 GPS를 보급한 바 있다. 그 결과 477명의 실종 치매환자와 발달장애인의 안전 귀가를 도왔다. 이들의 발견 시간도 평균 실종자 발견소요시간인 12.2시간에서 55분으로 단축했다. 이 같은 성과에 힘입어 올해부턴 복지부·경찰청과도 손을 잡고 사업을 강화하기로 했다. 애초 SK하이닉스 2024년까지 연간 2600대를 무상지원하기로 했는데 올해의 경우 업무협약 축하의 의미로 계획된 2600대 외에 2400대를 추가해 총 5000대를 제공했다. 김윤욱 SK하이닉스 지속경영담당 부사장은 “행복GPS 사업이 사회안전망구축에 기여하는 민·관협력 기반의 성공적인 모델로 자리 잡길 기대한다”며 “앞으로도 치매환자와 발달장애인의 실종 예방을 위해 지속해서 지원하겠다”고 말했다	0
245	이데일리 신민준 기자 “일부 고객사들이 1년 이상의 장기 공급 문의와 전략적 관계 확대 요청을 하고 있다. 당사는 전략적 고객 운영 계획에 맞춰 대응해 나갈 것이다.” SK하이닉스 000660 2021년 1분기 컨퍼런스콜	0
246	공정거래법 발등에 불 떨어진 SK그룹 내주 지배구조 개편안 공식 발표 올해 넘기면 지분 추가 확보해야 서울경제 SK그룹이 SK텔레콤을 중간지주사로 전환하는 지배구조 개편 방안을 이르면 다음 주 공식 발표할 것으로 알려졌다. 지주사의 자회사 지분율 규제를 강화하는 개정 공정거래법 시행을 앞두고 개편 작업에 본격적으로 나서는 것이다. 아울러 손자회사 지분율 규제를 피해 SK하이닉스가 보다 활발하게 신성장 사업 인수합병 M A 에 나설 수 있도록 길을 터주려는 목적이다. 9일 재계에 따르면 SK텔레콤은 오는 14일께 지배구조 개편 계획을 임직원들에 공유하고 대외에 공식 발표할 것으로 알려졌다. SK텔레콤의 한 관계자는 “기업 가치 증대를 최우선에 두는 지배구조 개편 계획을 검토하고 있다”며 “시기는 유동적이지만 다음 주 중에 발표하는 방안을 조율하고 있다”고 말했다. 박정호 SK텔레콤 사장은 지난달 정기 주주총회에서 “주가 수준이 전체 SK텔레콤 사업 포트폴리오의 가치를 충분히 담아내지 못하고 있다”며 “ 지배구조 개편 준비가 거의 끝난 만큼 빠르면 4월 중 구체화해 설명하는 자리를 마련하겠다”고 밝힌 바 있다. SK텔레콤의 중간지주사 전환 작업의 핵심은 투자회사와 사업회사로 회사를 쪼개는 것이다. 중간지주사인 투자회사는 SK하이닉스·11번가 등의 계열사를 거느리고 사업회사는 이동통신사업 MNO 을 영위하는 법인으로 나누는 식이다. SKT 중간지주사 전환은 두 가지 측면에서 SK에 필요한 과제다. 우선 전환 시기다. 공정거래법 개정에 따라 내년부터 신규 지주사는 자회사 지분을 최소 30% 이상 보유해야 한다. 기존에는 20%였는데 규제가 강화되는 것이다. 현재 SK텔레콤의 SK하이닉스 지분율은 20.1%로 올해를 넘겨 지주사 전환을 하게 되면 10% 지분을 추가로 확보해야 한다. 현 주가를 기준으로 10조 원에 가까운 자금이 소요된다. 중간지주사 전환의 실질적 데드라인이 올해 말인 셈이다. 무엇보다 미래 산업에서 성장성이 큰 SK하이닉스 등 반도체 사업의 투자 제약을 풀기 위해서는 SK텔레콤 중간지주사 전환이 필요하다. 현행 공정거래법에 따르면 손자회사는 인수합병 M A 을 하려고 해도 상대 기업 증손회사 지분을 100% 보유해야 한다. SK㈜→SK텔레콤→SK하이닉스로 이어지는 현 SK그룹 지배구조상 SK하이닉스는 지주사의 손자회사다. SK텔레콤을 중간지주사로 만들고 궁극적으로 SK하이닉스를 자회사 지위로 끌어올리는 작업이 필요한 셈이다. 그 방법 중 하나로 장기적으로 그룹 지주사인 SK㈜와 중간지주사인 투자회사를 합병할 수 있다는 관측이 증권가에서 나오는 이유다. SK의 한 관계자는 “지배구조 개편은 오랜 기간 스터디가 된 만큼 큰 방향성은 정해졌다”면서 “언제 시행할지에 대한 시점의 문제”라고 말했다	0
247	130개국 디지털세 도입 합의 2023년 발효 연결 매출액 27조·이익률 10% 넘는 글로벌 기업 대상 최저법인세율 15% 확정 기재부 국내 영향 제한적 홍남기 부총리 겸 기획재정부 장관 오른쪽 이 지난 1일 브뤼노 르메르 프랑스 재무장관과 화상으로 디지털세 등에 대해 논의하고 있다. 양국 재무장관은 오는 9일 이탈리아에서 열리는 주요 20개국 G20 재무장관회의에서 글로벌 최저한세 합의 도출에 협력하기로 했다. 기재부 제공 글로벌 대기업이 매출이 발생하는 국가에 법인세를 더 내도록 하는 디지털세 도입 방안이 마련됐다. 이 방안이 확정되면 2023년부터 삼성전자 SK하이닉스 등은 한국 정부에 내는 세금은 소폭 줄고 외국 정부에 내는 세금은 조금 늘어날 전망이다. 한국 정부는 구글 애플 등에서 세금을 더 거둬들여 세수가 늘어날 것으로 예측됐다. 이와 함께 글로벌 법인세 최저한세율은 15%로 정해졌다. 경제협력개발기구 OECD 와 주요 20개국 G20 포괄적이행체계 IF 는 1일 온라인으로 열린 영상총회에서 디지털세 필라1 와 글로벌 최저한세 필라2 도입 방안에 대해 139개국 중 130개국이 합의했다고 발표했다. 낮은 법인세율로 글로벌 기업을 유치해온 아일랜드 등 9개국은 반대 입장을 고수했다. 기획재정부는 미국 일본 유럽 한국 등 주요국이 대부분 합의해 2023년 도입 가능성이 높다고 설명했다. 디지털세는 다국적기업이 외국에 고정사업장을 운영하지 않더라도 매출이 발생한 곳에 세금을 내도록 하는 조세체계다. 일정 금액 이상의 초과이익에 대한 과세 권한을 매출 발생국에 배분해 과세하는 방식이다. 디지털세 부과 대상은 연결 매출 200억유로 약 27조원 및 이익률 10% 이상의 글로벌 다국적기업으로 정해졌다. 이와 관련 닛케이아시아는 구글 애플 등 100여 개 기업이 대상이 될 것이라고 보도했다. 한국 기업은 삼성전자가 해당할 것으로 전망되고 있다. SK하이닉스도 이익률에 따라 적용 대상이 될 가능성이 높다. 법인세를 최소 15% 이상으로 하는 글로벌 최저한세를 도입하는 필라2도 함께 합의됐다. 15% 미만으로 저율 과세하는 국가에서 사업을 하는 법인은 세금 차액을 모회사 소재국 등에 내야 한다. 정정훈 기재부 소득법인세정책관은 “한국의 글로벌 대기업이 대상이 되더라도 이중과세 조정절차가 마련되기 때문에 세 부담에는 변화가 없다”고 설명했다. G20 재무장관들은 디지털세 등에 대해 오는 9일 이탈리아 베네치아에서 논의한다. 10월까지 세부 쟁점 합의를 끌어낸 뒤 2022년 서명하고 2023년 발효시킨다는 계획이다	0
248	삼성전자 수직 디자인 공개 전력 사용량 85% 더 낮춰 휴대폰 배터리 7일 사용 가능 SK하이닉스 24Gb DDR5 속도 최대 33%나 빨라져 클라우드 서버 탑재 예정 국내 반도체 업계가 D램 가격 하락이라는 보릿고개 를 압도적 기술력으로 정면 돌파한다. 해외 반도체 기업들과 기술 격차를 확대해 내년부터 본격화되는 차세대 반도체 경쟁에서 선두 지위를 공고하게 유지하는 것이 목표다. SK하이닉스는 15일 D램 단일 칩으로는 업계 최대 용량인 24기가비트 Gb DDR5 제품의 샘플을 출하하는 데 성공했다고 밝혔다. DDR란 국제반도체표준협의기구에서 규정한 D램의 표준규격 명칭이다. PC 서버 등에 범용으로 사용된다. 현재까지 DDR D램은 8Gb 16Gb 용량이 주로 사용되고 있으며 최대 용량은 16Gb였다. SK하이닉스는 지난해 10월 업계 최초로 DDR5를 출시한 데 이어 1년2개월 만에 최대 용량 제품을 선보이게 됐다. 이 제품은 48GB와 96GB 2가지 모듈로 우선 출시돼 내년 중반부터 주요 클라우드 데이터센터에 공급될 예정이다 이번 24Gb DDR5에는 극자외선 EUV 공정을 도입한 10나노 4세대 기술이 적용됐다. 기존 10나노 2세대 DDR5 제품에 비해 칩당 용량이 8Gb 늘어나면서 생산효율이 개선됐고 속도는 최대 33%나 빨라졌다. 또 SK하이닉스 기술진은 신제품의 전력 소모를 기존 제품에서 약 25% 줄였다. SK하이닉스는 24Gb DDR5 샘플을 인텔로 보내 중앙처리장치 CPU 등 각종 부품과 호환성을 점검하고 있다. 내년 클라우드 데이터센터에 탑재되는 데 이어 인공지능 AI 머신러닝과 같은 빅데이터 처리와 메타버스 구현 등의 용도로 고성능 서버에 활용된다. 노종원 SK하이닉스 사업총괄 사장은 24Gb DDR5 출시에 맞춰 클라우드 서비스를 하는 다수 고객사들과 긴밀히 협업을 진행하고 있다 면서 앞으로도 진화된 기술과 ESG 환경·책임·투명경영 강점을 가진 제품 개발로 DDR5 시장의 리더십을 키워가겠다 고 강조했다. 삼성전자는 패키징 기술에 집중하면서 무어의 법칙 한계를 돌파하고 있다. 일주일간 배터리 충전을 하지 않아도 휴대폰을 사용할 수 있는 시대가 수년 내에 열릴 수 있다는 의미다. 삼성전자와 IBM은 공동 연구를 통해 반도체 성능을 기존 제품보다 2배까지 향상시키고 전력 사용량은 85%나 낮출 수 있는 새로운 반도체 디자인을 15일 전격 공개했다. 반도체 회로 내에 전류 흐름을 담당하는 트랜지스터의 물리적 한계를 해결해 기술을 한층 끌어올릴 수 있는 설계다. 삼성전자와 IBM이 이날 공개한 기술은 수직 트랜지스터 아키텍처를 활용한 신규 반도체 디자인 VTFET VT펫 이다. 트랜지스터는 반도체를 구성하는 주요 소자로 전류의 흐름을 조절해 증폭하거나 스위치 역할을 한다. 지금까진 반도체 표면에 나란히 놓았던 트랜지스터를 수직으로 쌓을 수 있도록 해 옆으로만 흘렀던 전류를 위아래로 오갈 수 있게 한 기술을 내놓은 것이다. 반도체가 고도화될수록 더 많은 트랜지스터가 한정된 면적에 들어가야 하기 때문에 물리적 한계가 발생하게 된다. 이로 인해 반도체 회로에 집적되는 트랜지스터 수가 2년마다 두 배씩 증가한다는 무어의 법칙 이 한계에 직면한 바 있다. 이번에 삼성전자와 IBM이 공개한 VT펫 기술로 한정된 면적 안에 더 많은 트랜지스터를 넣을 수 있고 트랜지스터의 전류 낭비도 줄어 반도체의 성능을 한층 더 높일 수 있게 된다. 이렇게 되면 나노 공정의 한계를 뛰어넘어 반도체 성능을 지속적으로 확장해나갈 수 있다. 실질적인 측면에서는 일주일간 배터리를 충전하지 않아도 휴대폰 사용이 가능한 반도체를 만들 수 있고 가상화폐 채굴이나 데이터 암호화와 같은 높은 전력이 필요한 작업도 용이해진다. 전력 소비량이 낮은 사물인터넷 IoT 도 가능해지기 때문에 향후 장기 항해선이나 우주선 등에서 사용할 수 있을 것으로 삼성과 IBM은 내다봤다	1
249	삼성전자 서초 사옥 사진 뉴스1 파이낸셜뉴스 삼성전자 주가는 17일 오전 9시 16분 현재 전 거래일 대비 0.27% 200원 상승한 7만4600원에 거래되고 있다. 이는 지난 4일 8만2900원으로 상승 마감한 후 줄곧 하락세를 보이다 8거래일 만에 나타난 반등이다. SK하이닉스 주가는 같은 시간 0.49% 500원 오른 10만2000원에 거래 중이다. 이 역시 지난 3일 12만원으로 장을 마친 후 하락세를 겪다 9거래일 만에 상승 전환된 것이다	0
250	마이크론보다 주가 저렴…저평가 매력도 이데일리 이슬기 기자 유진투자증권은 SK하이닉스 000660 에 대해 IT 기기의 수요가 예상치를 넘어서고 있다며 실적도 상향될 것이라고 전망했다. 목표주가를 기존 15만원에서 17만원으로 상향 조정했다. 이승우 유진투자증권 연구원은 2일 보고서에서 “PC 스마트폰 등 IT 기기의 수요가 예상치를 큰 폭으로 넘어서면서 디램 DRAM 가격의 상황도 기존의 가정을 상회할 전망”이라며 “이에 따라 SK하이닉스의 2021년과 2022년 영업이익 전망치를 기존 8조원 14조 9000억원에서 9조 7000억원 15조 7000억원으로 21% 5% 상향한다”고 밝혔다. 1분기 디램 수요상황이 이례적이란 판단이다. 이 연구원은 “기저효과의 영향이 있기는 하나 1분기 PC 출하 증가율은 무려 전년 대비 30 40% 증가에 달할 전망으로 그만큼 현재 시장 수요 상황이 이례적인 수준이라 할 수 있다”며 “반면 공급 사이드의 주요업체들은 아직 이 같은 상황에 대비가 덜 되어 있는 상황으로 결과적으로 보면 좋을 것으로 예상했던 반도체 업황이 예상보다 더 빠르고 더 큰 폭으로 개선되고 있는 것”이라고 짚었다. 이에 힘입어 1분기 실적 역시 전분기 대비 증가할 전망이다. 이 연구원이 추정한 SK하이닉스의 1분기 매출은 8조 2700억원 영업이익은 1조 2300억원으로 지난해 4분기 대비 증가할 전망이다. 이 연구원은 “디램의 평균판매단가 ASP 의 상승폭이 예상보다 크고 큰 부분은 아니지만 8인치 파운드리 사업의 수익성도 전분기 대비 개선될 것이기 때문”이라며 “2분기 영업이익은 2조원대까지 증가하고 하반기에는 분기 3조원대의 영업이익을 기록하는 등 어닝 프로필이 더욱 개선될 전망”이라고 내다봤다. 주가도 매력적인 수준이란 판단이다. 이 연구원은 “디램을 중심으로 한 메모리 업황의 회복 그리고 마이크론과 비교할 때 실적 면에서 우위에 있음에도 불구하고 SK 하이닉스의 시가총액이 마이크론의 89% 수준에 그치고 있다는 점을 감안하면 SK하이닉스의 향후 주가 흐름을 긍정적으로 기대할 수 있다”며 “특히 경험적으로 볼 때 씨클리컬 주식의 제품 가격이 상승하는 구간에서는 실적 및 주가의 상단을 열어놓고 볼 필요가 있다”고 강조했다	0
251	8개 경쟁당국 규제심사 중 중국이 마지막 심사 완료…실무 절차만 남아 SK하이닉스 이천캠퍼스 사진 SK하이닉스 제공 SK하이닉스의 낸드 사업 확대에 속도가 붙게 됐다. 22일 반도체 업계에 따르면 중국이 SK하이닉스의 미국 반도체 회사 인텔의 낸드플래시 사업부 인수를 승인했다. 지난해 10월 인수 결정 이후 약 14개월 만이다. 이로써 SK하이닉스의 인텔 낸드 인수에 필요한 경쟁당국의 심사는 마무리돼 실무 절차만 남겨두게 됐다. SK하이닉스는 이날 중국 국가시장감독관리총국 SAMR 으로부터 인텔 낸드 및 SSD 사업부 인수에 대한 반독점 심사 승인을 받았다. SK하이닉스는 인텔 낸드 사업부 인수에 필요한 총 8개 경쟁 당국의 규제 심사를 거쳤으며 중국 승인이 마지막 관문이었다. 글로벌 반도체 기업의 인수합병은 이해관계가 얽힌 국가들의 승인을 받는 게 필수다. SK하이닉스는 지난해 10월 90억달러 약 10조7300억원 에 인텔 낸드 사업을 인수하는 계약을 체결한 뒤 주요 8개국에서 반독점 심사를 받아왔다. 그간 7개국에선 일찍이 승인이 났지만 중국 반독점 심사 승인이 답보 상태라 업계에선 미중 갈등 영향으로 중국이 SK하이닉스의 인텔 낸드 인수를 반대하는 것 아니냐 는 우려가 나왔다. 특히 국내기업 매그나칩반도체의 중국 사모펀드 매각이 미국에 의해 저지되면서 긴장감이 한층 커졌다. SK하이닉스 이천 본사 사진 연합뉴스 중국이 이번 인수 건을 허가한 것은 독과점 우려가 크지 않다는 점이 영향을 끼친 것으로 분석된다. 낸드 시장 4위 SK하이닉스와 5위 인텔의 합산 낸드 시장점유율은 20% 수준. 1위 삼성전자 30% 와의 격차가 있다. 인수 대상 중 하나인 중국 다롄 공장을 철수시키지 않으면서 현지 투자와 고용을 증가시키려는 의도도 담긴 것으로 읽힌다. SK하이닉스는 중국 승인이라는 큰 산을 넘으면서 인텔 낸드 사업부의 자산 및 인력을 효율적으로 융합하기 위한 작업을 빠르게 진행할 것으로 보인다. 70억달러 7조9800억원 상당의 1단계 인수대금을 지급하고 인텔의 낸드 SSD 사업과 팹 자산을 이전하는 작업 등이 예정돼 있다. 미국은 인텔이 자국에 투자를 확대하는 효과를 중국은 인텔이 보유했던 다롄 공장 팹 에 SK하이닉스가 투자를 계속하는 실리를 얻는 윈윈 효과 로 적기에 승인이 나왔다는 분석이 나온다. SK하이닉스는 중국 당국의 심사 승인을 환영한다. 남은 절차를 잘 진행해 회사의 낸드 및 SSD 사업 경쟁력을 강화하겠다 고 밝혔다	1
252	외국인 투자자들이 이달 들어 3주 연속 순매수 랠리를 이어가고 있다. 20일 한국거래소에 따르면 외국인은 지난 14일부터 18일까지 닷새간 6920억원 상당의 국내 주식을 순매수했다. 이 기간 기관은 1조554억원 상당을 순매수했고 개인은 1조8350억원 어치 순매도했다. 외국인은 같은 기간SK하이닉스를 4842억원 상당 사들이며 가장 많이 순매수했고 이어 우리금융지주 1813억원 와 카카오뱅크 1449억원 하나금융지주 1256억원 삼성전자 1032억원 등이 뒤를 이었다. 반면 LG에너지솔루션을 2026억원 어치 순매도하며 가장 많이 처분했다. 또 카카오 1235억워 와NAVER 806억원 현대차 594억원 삼성SDI 438억원 등의 순으로 순매도 규모가 컸다. 반면 개인은 LG에너지솔루션을 2355억원 순매수하며 가장 많이 사들였고 엔씨소프트 747억원 와 NAVER 679억원 S Oil 465억원 카카오 453억원 등 순으로 순매수했다. 기관은 SK하이닉스 828억원 와 삼성전자 817억원 카카오 684억원 롯데케미칼 580억원 LG생활건강 557억원 등의 순으로 가장 많이 순매수했다. 박승연 한화투자증권 연구원은 주식시장의 키는 미 연방준비제도 Fed 가 인플레 기대를 제어할 수 있느냐 라면서 정책 경로가 불확실하면 주식시장의 변동성이 커져 주식시장의 밸류에이션이 낮아지는 만큼 3월 미 연방공개시장위원회 FOMC 금리인상 폭을 두고도 의견이 모아지지 않고 있어 그때까지 반등 탄력은 약할 것으로 보인다 고 전망했다	1
253	메모리 반도체 업황 우려 속 아날로그 반도체 관심 아날로그 반도체 2025년까지 연평균 성장률 5 6% 수준 추정 사진 게티이미지뱅크 최근 메모리 반도체 업황 등에 대한 우려가 제기되면서 삼성전자와 SK하이닉스의 주가가 연일 하락세를 보이고 있다. 이에 증권업계에서는 앞으로 전기차 침투율이 증가할수록 성장이 가속화될 것으로 예상되는 해외 아날로그 반도체 업체에 주목해야 한다는 조언이 나온다. 17일 금융투자업계에 따르면 지난주 국내 증시에서 반도체 기업들은 큰 폭의 조정을 겪었다. 특히 소비심리에 높은 민감도를 보이는 디램 DRAM 가격 하락 가능성에 메모리 반도체 기업들의 조정 폭이 심화됐다. 13일 유가증권시장에서 삼성전자는 전날보다 3.38% 내린 7만4400원에 마감했다. 종가 기준 사흘 연속 연중 최저가로 작년 12월 23일 7만3900원 이후 가장 낮은 수준을 기록했다. SK하이닉스는 전날보다 1.00% 오른 10만1500원에 마감하며 7거래일 만에 반등하는 데 성공했지만 앞선 6거래일 연속 하락했다. 지난 4일과 비교하면 주가는 16.12% 떨어진 셈이다. 증권가에서는 반도체 시장에 대한 전반적인 불신으로 이어져서는 안된다며 아날로그 반도체 를 주목하라는 목소리를 내고 있다. 국내 반도체 기업들이 시장 주도권을 쥔 메모리 반도체와 달리 아날로그 반도체 시장은 성장성이 여전하다고 보고 있다. 아날로그 반도체 시장의 연평균 성장률은 2025년까지 5 6% 수준으로 추정되고 있다. 아날로그 반도체는 주요 업체 대부분이 가동률 100%를 유지하고 있다. 현재 공급부족에 시달리고 있다. 가장 심각한 공급부족을 겪고 있는 수요처는 자동차 산업이다. 전문가들은 전기차 침투율이 증가할수록 아날로그 반도체 업체들의 성장은 더욱 거세질 것이라고 예상하고 있다. 차량용 반도체 수요에서 아날로그 반도체가 차지하는 비중은 59%에 달한다. 김형태 신한금융투자 연구원은 전기차에는 내연기관차 대비 평균 2.5배의 차량용 반도체가 탑재되고 자율주행의 선행 기술로 평가되는 첨단운전자보조시스템 ADAS 이 적용될 경우 최대 4배까지 증가한다 며 미국 유럽 일본 중국은 안전 규제 강화 및 ADAS 의무 탑재 기능을 구체화하고 있는데 표준화될 경우 ADAS 적용이 본격 확산될 전망 이라고 말했다. 차량용 반도체 다음으로 아날로그 반도체 시장의 관심이 집중된 분야는 모바일 통신인프라 부문이다. 주춤했던 인프라 투자가 미국과 중국을 중심으로 재개될 전망이다. 연초부터 직전 분기대비 성장세가 지속되고 있으며 대규모 프로젝트 입찰도 진행 중이다. 이에 아날로그 반도체 업체들도 인프라 구축 사업의 직접적 수혜를 장기간 누릴 수 있을 전망이다. 통신인프라를 구성하는 핵심 제품인 주파수증폭기 RF power Amplifier 와 전력용 반도체의 수요 성장이 예상되기 때문이다. 수 년간 레퍼런스를 구축한 톱티어 Top tier 업체들은 RF 솔루션을 바탕으로 사물인터넷 IoT 스마트인프라 방위 산업 등 다양한 분야로의 확장성까지 기대된다. 전문가들은 아날로그 반도체 수혜 기업으로 텍사스인스트루먼트 TXN US 와 NXP반도체 NXPI US 를 꼽았다. 글로벌 아날로그 반도체 시장 1위 업체인 텍사스인스트루먼트는 약 10만개의 제품과 4만개 이상의 특허를 보유해 가장 광범위한 포트폴리오를 확보한 업체로 평가된다. 네덜란드 아날로그 업체인 NXP반도체는 북미 유럽 자동차 OEM들의 수요 회복이 가속화되면서 증산 요청이 쇄도하고 있는 상황이다. 김 연구원은 텍사스인스트루먼트는 네트워크설비투자비 Capex 집행 계획에서 산업 자동차 부문을 최우선 순위로 두고 있어 유의미한 점유율 확대가 기대된다 며 NXP반도체는 글로벌 전기차 판매량이 연초부터 전년대비 2배 이상 성장하고 있고 주요 자동차 OEM들과의 협력 확대로 수요 예측이 수월해졌다는 점에서 업종 내 최선호 의견을 유지한다 고 말했다	0
